flow_packet_count,flow_byte_count,rx_packets,tx_packets,rx_bytes,tx_bytes,label
867,1250214,0,0,0,0,0
782,1127644,0,0,0,0,0
866,1248772,0,0,0,0,0
810,1168020,0,0,0,0,0
885,1251456,18,0,1242,0,0
840,1211280,1,2,42,129,0
795,1146390,0,0,0,0,0
782,1127644,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
866,1248772,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
1067,1279715,199,0,28059,0,0
781,1126202,1,31,42,4290,0
867,1250214,0,0,0,0,0
862,1140146,79,0,11060,0,0
782,1127644,0,8,0,1120,0
835,1204070,0,0,0,0,0
628,905576,0,0,0,0,0
773,1114666,0,0,0,0,0
822,1185324,0,0,0,0,0
632,911344,0,0,0,0,0
1127,1341958,216,0,28296,0,0
868,1251656,1,35,42,4514,0
862,1243004,0,0,0,0,0
869,1253098,0,0,0,0,0
869,1251767,73,0,8103,0,0
869,1137301,15,0,1665,0,0
798,1150716,0,8,0,888,0
783,1129086,0,0,0,0,0
935,1193590,120,0,18360,0,0
709,1022378,1,1,42,60,0
826,1191092,0,0,0,0,0
825,1189650,0,0,0,0,0
783,1129086,0,0,0,0,0
868,1251656,0,0,0,0,0
778,1121876,0,0,0,0,0
868,1251656,0,0,0,0,0
693,999306,0,0,0,0,0
791,956762,215,0,37410,0,0
937,1262394,1,32,42,5454,0
1050,1195016,241,9,28438,1566,0
868,1251656,0,32,0,3776,0
867,1250214,0,0,0,0,0
906,1306452,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
826,1191092,0,0,0,0,0
868,1251656,0,0,0,0,0
851,1227142,0,0,0,0,0
867,1250214,0,0,0,0,0
726,999516,36,0,4536,0,0
765,1103130,1,4,42,438,0
756,1090152,0,0,0,0,0
867,1250214,0,0,0,0,0
851,1227142,0,0,0,0,0
781,1126202,0,0,0,0,0
781,1126202,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
779,1123318,0,0,0,0,0
855,1232910,0,0,0,0,0
777,1093848,21,0,3696,0,0
867,1250214,1,4,42,588,0
850,1225700,0,0,0,0,0
779,1123318,0,0,0,0,0
1070,1260948,202,0,9292,0,0
944,1361248,0,24,0,1104,0
873,1258866,0,0,0,0,0
867,1250214,0,0,0,0,0
977,1139149,195,0,11505,0,0
868,1251656,1,1,42,60,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
642,925764,0,0,0,0,0
640,922880,0,0,0,0,0
894,1254126,26,0,2470,0,0
868,1251656,1,1,42,60,0
868,1251656,0,0,0,0,0
875,1252860,85,0,14620,0,0
945,1263630,0,0,0,0,0
1055,1274654,188,0,24440,0,0
868,1251656,1,2,42,190,0
868,1251656,0,0,0,0,0
1066,1272303,199,0,22089,0,0
867,1250214,0,34,0,3774,0
783,1129086,0,0,0,0,0
781,1126202,0,0,0,0,0
868,1251656,0,0,0,0,0
868,1251656,0,0,0,0,0
856,1234352,0,0,0,0,0
586,845012,0,0,0,0,0
1127,1396546,172,0,19436,0,0
868,1251656,1,26,42,2885,0
693,999306,0,3,0,339,0
1041,1501122,0,0,0,0,0
695,1002190,0,0,0,0,0
1041,1501122,0,0,0,0,0
694,1000748,0,0,0,0,0
1040,1499680,0,0,0,0,0
534,770028,0,0,0,0,0
1025,1384900,69,0,6348,0,0
867,1250214,1,9,42,796,0
520,749840,0,0,0,0,0
598,862316,0,0,0,0,0
817,1178114,0,0,0,0,0
804,1159368,0,0,0,0,0
757,1091594,0,0,0,0,0
857,1235794,0,0,0,0,0
787,1134854,0,0,0,0,0
868,1251656,0,0,0,0,0
783,1127709,45,0,2925,0,0
770,1049752,1,1,42,60,0
704,1015168,0,15,0,975,0
842,1214164,0,0,0,0,0
846,1134812,64,0,7168,0,0
784,1130528,0,9,0,1008,0
867,1250214,0,0,0,0,0
939,1263939,206,0,35638,0,0
1014,1264224,22,1,3675,60,0
1071,1273174,203,12,21518,2076,0
867,1250214,0,59,0,6254,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
709,1022378,0,0,0,0,0
612,882504,0,0,0,0,0
697,1005074,0,0,0,0,0
738,1064196,0,0,0,0,0
858,1237236,0,0,0,0,0
815,1014750,118,0,9676,0,0
801,1155042,1,20,42,1618,0
910,1312220,0,0,0,0,0
666,960372,0,0,0,0,0
957,1379994,0,0,0,0,0
814,1005185,129,0,17415,0,0
778,1121876,0,24,0,3240,0
998,1257148,136,0,14144,0,0
795,1146390,1,1,42,60,0
697,1005074,0,0,0,0,0
867,1250214,0,0,0,0,0
717,1033914,0,0,0,0,0
867,1250214,0,0,0,0,0
808,1165136,0,0,0,0,0
721,1039682,0,0,0,0,0
783,1129086,0,0,0,0,0
775,1117550,0,0,0,0,0
769,1108898,0,0,0,0,0
615,886830,0,0,0,0,0
768,980856,100,0,17600,0,0
703,1013726,1,9,42,1468,0
772,1113224,0,0,0,0,0
456,657552,0,0,0,0,0
943,1359806,0,0,0,0,0
867,1250214,0,0,0,0,0
799,1150842,7,0,882,0,0
782,927612,147,1,18438,60,0
782,1127644,0,44,0,5544,0
692,997864,0,0,0,0,0
791,1140622,0,0,0,0,0
737,1062754,0,0,0,0,0
849,1224258,0,0,0,0,0
868,1251656,0,0,0,0,0
806,1162252,0,0,0,0,0
868,1251656,0,0,0,0,0
1100,1284931,233,0,34717,0,0
866,1248772,1,124,42,18387,0
868,1251656,0,0,0,0,0
787,1134854,0,0,0,0,0
721,1039682,0,0,0,0,0
954,1375668,0,0,0,0,0
834,1202628,0,0,0,0,0
825,1189650,0,0,0,0,0
689,993538,0,0,0,0,0
1142,1408870,186,0,30318,0,0
550,793100,1,66,42,10655,0
782,1127644,0,0,0,0,0
770,1110340,0,0,0,0,0
831,1198302,0,0,0,0,0
823,1186766,0,0,0,0,0
1043,1199132,226,0,21018,0,0
867,1250214,0,27,0,2511,0
846,1219932,0,0,0,0,0
774,1116108,0,0,0,0,0
783,1129086,0,0,0,0,0
845,1218490,0,0,0,0,0
942,1068774,210,0,13230,0,0
727,1048334,1,28,42,1761,0
822,1185324,0,0,0,0,0
868,1251656,0,0,0,0,0
728,1049776,0,0,0,0,0
528,761376,0,0,0,0,0
782,1127644,0,0,0,0,0
760,1095920,0,0,0,0,0
1053,1171042,251,0,14558,0,0
786,1133412,0,26,0,1508,0
865,1247330,0,0,0,0,0
695,1002190,0,0,0,0,0
956,1378552,0,0,0,0,0
611,881062,0,0,0,0,0
787,1134854,0,0,0,0,0
445,641690,0,0,0,0,0
867,1250214,0,0,0,0,0
1037,1495354,0,0,0,0,0
695,1000790,7,0,294,0,0
887,1245454,19,1,798,60,0
868,1251656,0,8,0,336,0
866,1248772,0,0,0,0,0
784,1130528,0,0,0,0,0
867,1250214,0,0,0,0,0
852,1228584,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
935,1259495,108,0,12636,0,0
989,1265813,80,0,9360,0,0
867,1250214,0,16,0,1872,0
782,1127644,0,0,0,0,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
783,1129086,0,0,0,0,0
718,1035356,0,0,0,0,0
988,1253446,125,0,9000,0,0
868,1251656,1,1,42,60,0
858,1237236,0,0,0,0,0
759,1094478,0,0,0,0,0
868,1251656,0,0,0,0,0
851,1227142,0,0,0,0,0
867,1250214,0,0,0,0,0
866,1248772,0,0,0,0,0
842,1214164,0,0,0,0,0
853,1230026,0,0,0,0,0
850,1225700,0,0,0,0,0
997,1235026,146,0,7884,0,0
864,1245888,1,25,42,1356,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
1009,1265474,141,0,13818,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
993,1243182,164,0,15796,0,0
1011,1266054,121,3,13242,280,0
866,1248772,0,10,0,1100,0
784,1130528,0,0,0,0,0
758,1093036,0,0,0,0,0
812,1170904,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
965,1164562,168,0,15288,0,0
867,1250214,1,114,42,10343,0
828,1193976,0,0,0,0,0
864,1244591,12,0,1740,0,0
936,1091609,188,0,27260,0,0
788,1136296,0,0,0,0,0
791,1140622,0,0,0,0,0
867,1250214,0,0,0,0,0
923,1256826,55,0,5170,0,0
868,1251656,1,15,42,1376,0
867,1250214,0,0,0,0,0
782,1127644,0,0,0,0,0
782,1127644,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
831,1198302,0,0,0,0,0
1110,1292010,243,0,41796,0,0
867,1250214,1,1,42,60,0
866,1248772,0,0,0,0,0
868,1251656,0,0,0,0,0
1001,1260130,134,0,9916,0,0
783,1129086,0,8,0,592,0
868,1251656,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
867,1250214,0,0,0,0,0
867,1250214,0,0,0,0,0
868,1251656,0,0,0,0,0
869,1253098,0,0,0,0,0
867,1250214,0,0,0,0,0
936,1349712,0,0,0,0,0
916,1258376,48,0,6720,0,0
868,1250311,35,1,3340,60,0
900,1253415,0,0,0,0,0
866,1248772,0,2,0,194,0
868,1251656,0,0,0,0,0
782,1127644,0,0,0,0,0
845,1218490,0,0,0,0,0
863,1244446,0,0,0,0,0
810,1168020,0,0,0,0,0
868,1251656,0,0,0,0,0
750,1039612,85,0,11305,0,0
640,853503,1,1,42,60,0
867,1250214,0,14,0,1862,0
759,1094478,0,0,0,0,0
867,1250214,0,0,0,0,0
975,1180190,166,0,13612,0,0
44023,63230300,43813,8319,63167146,11984942,1
803,1157926,748,104,1078616,149968,1
624,899808,709,56,1022378,80752,1
757,1091594,681,160,982002,230720,1
689,993538,681,98,982002,141316,1
773,1114666,778,34,1121876,49028,1
831,1108474,765,198,1101730,284134,1
822,1185324,815,143,1175230,206206,1
465,670530,590,149,850780,214858,1
695,1002190,698,319,1006516,459998,1
698,1006516,742,199,1069964,286958,1
782,1127644,700,115,1009400,165830,1
855,1232910,770,0,1110340,0,1
884,1132540,785,0,1131970,0,1
624,899808,801,1,1153642,60,1
1034,1491028,864,0,1245888,0,1
867,1250214,870,49,1254540,70658,1
867,1250214,871,671,1255982,967582,1
575,829150,579,709,834918,1022378,1
716,1032472,717,142,1033914,204764,1
773,1114666,868,273,1251656,393666,1
868,1251656,826,233,1191092,335986,1
788,954046,744,475,1071448,683568,1
884,1242328,784,63,1130528,90846,1
782,1127644,785,0,1131970,0,1
804,1159368,810,16,1168020,23072,1
872,1138714,803,47,1157926,67774,1
900,1189642,864,154,1245888,222068,1
866,1248772,873,57,1258866,82194,1
947,1365574,777,84,1120434,121128,1
733,924837,635,118,914270,168774,1
909,1245345,860,225,1240120,324450,1
856,1234352,860,153,1240120,220626,1
705,1016610,708,78,1020936,112476,1
842,1088980,749,199,1080058,286958,1
698,1006516,699,109,1007958,157178,1
698,1006516,700,168,1009400,242256,1
782,1127644,784,328,1130528,472976,1
860,1240120,861,55,1240162,77928,1
867,1250214,870,216,1254540,311472,1
828,1193976,814,520,1173788,749840,1
676,974792,692,487,997864,702254,1
867,1250214,870,140,1254540,201880,1
868,1251656,868,41,1251656,59122,1
900,1254696,869,232,1253098,334544,1
920,1256596,869,344,1253098,496048,1
868,1251656,871,36,1254582,50530,1
867,1250214,872,272,1257424,392224,1
920,1258364,869,403,1253098,581126,1
867,1250214,869,130,1253098,187460,1
868,1251656,870,201,1254540,289842,1
867,1250214,871,0,1255982,0,1
868,1251656,869,0,1253098,0,1
867,1250214,870,5,1254540,7210,1
782,1127644,785,54,1130570,76486,1
866,1248772,867,25,1250214,36050,1
810,1168020,813,552,1172346,795984,1
885,1251456,870,218,1254540,314356,1
840,1211280,842,54,1214164,77868,1
795,1146390,798,308,1150716,444136,1
782,1127644,786,25,1133412,36050,1
867,1250214,871,0,1255982,0,1
868,1251656,872,0,1257424,0,1
866,1248772,872,0,1257424,0,1
868,1251656,870,1,1253140,60,1
867,1250214,872,0,1257424,0,1
1067,1279715,872,14,1257424,20188,1
781,1126202,784,97,1130528,139874,1
867,1250214,871,203,1255982,292726,1
862,1140146,785,43,1131970,62006,1
782,1127644,784,198,1130528,285516,1
835,1204070,760,110,1095920,158620,1
628,905576,626,105,902692,151410,1
773,1114666,856,145,1232952,207708,1
822,1185324,757,192,1091594,276864,1
632,911344,700,133,1009400,191786,1
1127,1341958,865,72,1247330,103824,1
868,1251656,862,156,1243004,224952,1
862,1243004,864,117,1245888,168714,1
869,1253098,870,139,1254540,200438,1
869,1251767,870,133,1254540,191786,1
869,1137301,784,244,1130528,351848,1
798,1150716,799,260,1152158,374920,1
783,1129086,786,175,1132012,250968,1
935,1193590,783,505,1129086,728210,1
709,1022378,681,38,982002,54796,1
826,1191092,828,25,1193976,36050,1
825,1189650,827,169,1192534,243698,1
783,1129086,786,216,1133412,311472,1
868,1251656,869,104,1253098,149968,1
778,1121876,781,274,1126202,395108,1
868,1251656,870,287,1254540,413854,1
693,999306,747,338,1075774,486014,1
791,956762,691,185,996422,266770,1
937,1262394,870,223,1254540,321566,1
1050,1195016,783,256,1129086,369152,1
868,1251656,921,331,1328082,477302,1
867,1250214,871,142,1255982,204764,1
906,1306452,869,306,1253098,441252,1
868,1251656,869,344,1253098,496048,1
867,1250214,872,40,1257424,57680,1
868,1251656,872,0,1257424,0,1
826,1191092,824,230,1186808,330278,1
868,1251656,869,229,1253098,330218,1
851,1227142,851,465,1227142,670530,1
867,1250214,804,408,1159368,588336,1
726,999516,757,140,1091594,201880,1
765,1103130,677,29,976234,41818,1
756,1090152,872,0,1257424,0,1
867,1250214,820,24,1182440,34608,1
851,1227142,740,573,1067080,826266,1
781,1126202,787,296,1133454,425450,1
781,1126202,784,389,1130528,560938,1
867,1250214,869,243,1253098,350406,1
868,1251656,869,97,1253098,139874,1
867,1250214,869,35,1253098,50470,1
779,1123318,773,1,1114666,1442,1
855,1232910,857,14,1235794,20188,1
777,1093848,758,168,1093036,242256,1
867,1250214,869,87,1253098,125454,1
850,1225700,851,307,1227142,442694,1
779,1123318,870,669,1253140,963316,1
1070,1260948,869,365,1253098,526330,1
944,1361248,869,237,1253098,341754,1
873,1258866,873,509,1258866,733978,1
867,1250214,865,207,1247330,298494,1
977,1139149,893,52,1287706,74984,1
868,1251656,849,0,1224258,0,1
868,1251656,871,0,1255982,0,1
867,1250214,872,14,1256024,18806,1
868,1251656,869,176,1253098,253792,1
867,1250214,869,35,1253098,50470,1
642,925764,644,32,928648,46144,1
640,922880,642,32,925764,46144,1
894,1254126,869,78,1253098,112476,1
868,1251656,869,13,1253098,18746,1
868,1251656,870,56,1253140,79370,1
875,1252860,869,157,1253098,226394,1
945,1263630,869,80,1253098,115360,1
1055,1274654,872,0,1257424,0,1
868,1251656,870,66,1254540,95172,1
868,1251656,871,235,1255982,338870,1
1066,1272303,868,37,1251656,53354,1
867,1250214,870,184,1254540,265328,1
783,1129086,786,486,1132012,699430,1
781,1126202,783,560,1129086,807520,1
868,1251656,870,399,1254540,575358,1
868,1251656,871,497,1255982,716674,1
856,1234352,816,555,1176672,800310,1
586,845012,546,221,787332,318682,1
1127,1396546,870,0,1254540,0,1
868,1251656,870,188,1253140,269714,1
693,999306,869,125,1253098,180250,1
1041,1501122,870,94,1254540,135548,1
695,1002190,869,241,1253098,347522,1
1041,1501122,869,156,1253098,224952,1
694,1000748,869,145,1253098,209090,1
1040,1499680,868,54,1251656,77868,1
534,770028,681,159,982002,229278,1
1025,1384900,812,78,1169504,111094,1
867,1250214,870,65,1254540,93730,1
520,749840,524,0,755608,0,1
598,862316,707,181,1019494,261002,1
817,1178114,820,175,1182440,252350,1
804,1159368,730,317,1052660,457114,1
757,1091594,796,263,1147832,379246,1
857,1235794,860,77,1240120,111034,1
787,1134854,790,45,1137780,63508,1
868,1251656,869,294,1253098,423948,1
783,1127709,706,700,1018052,1009400,1
770,1049752,814,370,1173788,533540,1
704,1015168,705,147,1016610,211974,1
842,1214164,845,29,1218490,41818,1
846,1134812,784,662,1130528,954604,1
784,1130528,787,563,1133454,810464,1
867,1250214,868,75,1251656,108150,1
939,1263939,869,185,1253098,266770,1
1014,1264224,862,87,1243004,125454,1
1071,1273174,871,91,1255982,131222,1
867,1250214,872,473,1257424,682066,1
867,1250214,868,493,1251656,710906,1
867,1250214,871,590,1255982,850780,1
709,1022378,626,365,901292,524948,1
612,882504,699,31,1007958,44702,1
697,1005074,664,114,957488,164388,1
738,1064196,776,125,1118992,180250,1
858,1237236,776,76,1118992,109592,1
815,1014750,784,152,1129128,217802,1
801,1155042,802,152,1156484,219184,1
910,1312220,772,204,1113224,294168,1
666,960372,772,111,1113224,160062,1
957,1379994,848,88,1222816,126896,1
814,1005185,686,308,989212,444136,1
778,1121876,781,231,1124802,331720,1
998,1257148,936,300,1349712,432600,1
795,1146390,797,0,1149274,0,1
697,1005074,699,219,1007958,315798,1
867,1250214,871,260,1255982,374920,1
717,1033914,723,565,1041166,813348,1
867,1250214,873,216,1258866,311472,1
808,1165136,725,358,1045450,516236,1
721,1039682,807,236,1163694,340312,1
783,1129086,785,135,1131970,194670,1
775,1117550,777,110,1120434,158620,1
769,1108898,748,201,1077216,288460,1
615,886830,661,120,953162,173040,1
768,980856,607,149,875294,214858,1
703,1013726,671,109,967582,157178,1
772,1113224,757,286,1091594,412412,1
456,657552,608,181,875336,259620,1
943,1359806,771,95,1111782,136990,1
867,1250214,868,376,1251656,542192,1
799,1150842,802,203,1156484,292726,1
782,927612,631,299,909902,431158,1
782,1127644,784,226,1130528,325892,1
692,997864,786,350,1132012,503318,1
791,1140622,759,143,1094478,206206,1
737,1062754,772,22,1113224,31724,1
849,1224258,851,0,1227142,0,1
868,1251656,870,0,1254540,0,1
806,1162252,810,1,1166620,60,1
868,1251656,870,6,1254540,8652,1
1100,1284931,870,10,1254540,14420,1
866,1248772,871,22,1255982,31724,1
868,1251656,801,114,1155042,164388,1
787,1134854,721,336,1039682,484512,1
721,1039682,869,473,1251698,680684,1
954,1375668,849,318,1224258,458556,1
834,1202628,837,155,1206954,223510,1
825,1189650,787,11,1134854,15862,1
689,993538,866,251,1248772,361942,1
1142,1408870,786,19,1132012,26016,1
550,793100,544,116,784448,167272,1
782,1127644,794,37,1144948,53354,1
770,1110340,769,73,1108898,105266,1
831,1198302,834,46,1202628,66332,1
823,1186766,824,115,1188208,165830,1
1043,1199132,814,24,1172388,33226,1
867,1250214,870,171,1254540,246582,1
846,1219932,848,152,1222816,219184,1
774,1116108,776,211,1118992,304262,1
783,1129086,784,193,1130528,278306,1
845,1218490,847,439,1221374,633038,1
942,1068774,733,532,1056986,767144,1
727,1048334,730,177,1051260,253852,1
822,1185324,826,257,1191092,370594,1
868,1251656,869,393,1253098,566706,1
728,1049776,731,128,1054102,184576,1
528,761376,529,282,762818,406644,1
782,1127644,788,162,1136296,233604,1
760,1095920,760,207,1095920,298494,1
1053,1171042,804,301,1159368,434042,1
786,1133412,737,389,1061354,559556,1
865,1247330,864,186,1245888,268212,1
695,1002190,873,133,1258866,191786,1
956,1378552,786,0,1133412,0,1
611,881062,788,0,1136296,0,1
787,1134854,604,341,870968,491722,1
445,641690,622,245,896924,353290,1
867,1250214,869,63,1253098,90846,1
1037,1495354,865,259,1245930,372096,1
695,1000790,788,208,1136296,299936,1
887,1245454,779,726,1123318,1046892,1
868,1251656,871,237,1255982,341754,1
866,1248772,869,354,1253098,510468,1
784,1130528,784,318,1130528,458556,1
867,1250214,871,123,1255982,177366,1
852,1228584,854,51,1231468,73542,1
867,1250214,871,211,1254582,302880,1
868,1251656,873,125,1258866,180250,1
935,1259495,870,144,1254540,207648,1
989,1265813,870,585,1254540,843570,1
867,1250214,869,336,1253098,484512,1
782,1127644,788,161,1136296,232162,1
867,1250214,870,193,1254540,278306,1
867,1250214,871,167,1255982,240814,1
783,1129086,785,426,1130570,612910,1
718,1035356,719,177,1036798,255234,1
988,1253446,866,59,1248772,85078,1
868,1251656,870,0,1254540,0,1
858,1237236,861,0,1241562,0,1
759,1094478,762,0,1098804,0,1
868,1251656,869,0,1253098,0,1
851,1227142,853,40,1230026,57680,1
867,1250214,871,319,1254582,458616,1
866,1248772,867,116,1250214,167272,1
842,1214164,842,272,1214164,392224,1
853,1230026,858,293,1237236,422506,1
850,1225700,847,201,1221374,289842,1
997,1235026,860,239,1240120,344638,1
864,1245888,864,171,1245888,246582,1
867,1250214,869,137,1253098,197554,1
868,1251656,871,355,1254582,510528,1
1009,1265474,869,289,1253098,416738,1
867,1250214,871,39,1255982,56238,1
868,1251656,870,0,1254540,0,1
868,1251656,869,224,1253098,323008,1
867,1250214,869,79,1253098,113918,1
868,1251656,870,139,1254540,200438,1
868,1251656,869,171,1253098,246582,1
867,1250214,870,147,1253140,210592,1
993,1243182,855,239,1232910,344638,1
1011,1266054,870,46,1254540,66332,1
866,1248772,868,179,1251656,258118,1
784,1130528,787,104,1134854,149968,1
758,1093036,705,217,1016610,312914,1
812,1170904,869,7,1253098,10094,1
867,1250214,878,1,1264676,60,1
868,1251656,800,0,1153600,0,1
965,1164562,868,8,1251656,11536,1
867,1250214,870,105,1254540,151410,1
828,1193976,829,170,1195418,245140,1
864,1244591,785,105,1131970,151410,1
936,1091609,693,19,999306,27398,1
788,1136296,786,27,1133412,38934,1
791,1140622,870,110,1251740,155856,1
867,1250214,879,287,1267518,413854,1
923,1256826,869,14,1253098,20188,1
868,1251656,870,188,1254540,271096,1
867,1250214,869,266,1253098,383572,1
782,1127644,698,0,1006516,0,1
782,1127644,870,217,1254540,312914,1
868,1251656,871,100,1254582,142818,1
867,1250214,869,804,1253098,1159368,1
868,1251656,869,837,1253098,1206954,1
867,1250214,870,90,1254540,129780,1
831,1198302,835,0,1204070,0,1
1110,1292010,873,0,1258866,0,1
867,1250214,871,29,1255982,41818,1
866,1248772,871,187,1254582,268272,1
868,1251656,869,13,1253098,18746,1
1001,1260130,869,329,1253098,474418,1
783,1129086,785,247,1131970,356174,1
868,1251656,869,141,1253098,203322,1
868,1251656,871,0,1255982,0,1
867,1250214,872,0,1257424,0,1
868,1251656,871,0,1255982,0,1
867,1250214,875,1,1260350,60,1
867,1250214,871,6,1255982,8652,1
868,1251656,870,211,1254540,304262,1
869,1253098,869,79,1253098,113918,1
867,1250214,869,39,1253098,56238,1
936,1349712,870,25,1254540,36050,1
916,1258376,870,0,1254540,0,1
868,1250311,871,1,1254582,60,1
900,1253415,871,0,1255982,0,1
866,1248772,869,615,1253098,886830,1
868,1251656,869,293,1253098,422506,1
782,1127644,784,278,1130528,400876,1
845,1218490,848,103,1222816,148526,1
863,1244446,788,296,1136296,426832,1
810,1168020,814,120,1172388,171658,1
868,1251656,869,302,1253098,435484,1
750,1039612,720,145,1038240,209090,1
640,853503,589,161,849338,232162,1
867,1250214,937,301,1351154,434042,1
759,1094478,692,231,997864,333102,1
867,1250214,903,147,1302126,211974,1
975,1180190,811,30,1169462,43260,1
362,35041,223,57,20688,5268,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
37,5476,0,0,0,0,0
44,6512,0,0,0,0,0
0,0,0,0,0,0,0
237,30666,237,0,30666,0,0
0,0,1,23,42,3316,0
21,903,21,11,903,1089,0
115,14145,115,10,14145,430,0
2,302,0,31,0,3813,0
0,0,0,0,0,0,0
186,25482,188,0,25756,0,0
2,274,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
31,4030,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,104,80,0,8320,0,0
115,11960,37,1,3786,60,0
0,0,0,49,0,5096,0
29,5249,29,0,5249,0,0
4,284,0,4,0,724,0
45,3195,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
249,41085,249,0,41085,0,0
184,20056,1,19,42,3030,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
11,1529,0,0,0,0,0
22,2046,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
193,26634,193,0,26634,0,0
0,0,1,1,42,60,0
0,0,0,0,0,0,0
108,9720,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
154,13706,203,0,18067,0,0
50,4450,1,0,89,0,0
25,4500,0,0,0,0,0
107,7276,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
122,7442,122,0,7442,0,0
0,0,1,1,42,60,0
216,32400,0,4,0,244,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,117,18,0,2106,0,0
17,1989,1,1,42,60,0
12,1236,0,1,0,117,0
0,0,0,0,0,0,0
68,10268,68,0,10268,0,0
0,0,0,6,0,906,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
276,42306,246,0,39606,0,0
0,0,1,1,42,60,0
129,6579,0,0,0,0,0
0,0,0,0,0,0,0
186,20307,144,0,20160,0,0
138,17605,28,4,3920,560,0
0,0,0,9,0,1260,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
25,1900,0,0,0,0,0
196,15088,24,0,2016,0,0
0,0,1,1,42,60,0
0,0,0,0,0,0,0
63,4473,63,0,4473,0,0
0,0,0,18,0,1278,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
91,13286,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
38,4560,38,0,4560,0,0
0,0,1,2,42,180,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
81,4374,0,0,0,0,0
200,26080,191,0,25594,0,0
0,0,0,85,0,11390,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
1,68,0,0,0,0,0
79,5155,31,0,1891,0,0
0,0,1,2,42,121,0
0,0,0,0,0,0,0
46,5842,0,0,0,0,0
53,8268,0,0,0,0,0
193,30108,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
82,9676,82,0,9676,0,0
0,0,1,14,42,1594,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
37,1628,0,0,0,0,0
169,23998,0,0,0,0,0
0,0,0,0,0,0,0
201,34170,201,0,34170,0,0
0,0,1,1,42,60,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
216,31968,0,0,0,0,0
0,0,0,0,0,0,0
8,928,166,0,19256,0,0
181,21824,1,2,42,176,0
0,0,0,18,0,2088,0
0,0,0,0,0,0,0
80,9360,0,0,0,0,0
10,1170,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
